edb,disc_yr,sub_category,peak,capacity,status
Powerco,2019,Norfolk,7.27195300305455,10.6,NonExempt
Powerco,2019,Oakura,3.82573151255233,4.2,NonExempt
Powerco,2019,Omanu,16.6738692573595,24.3,NonExempt
Powerco,2019,Omokoroa,10.3961067051098,13.2,NonExempt
Powerco,2019,Otumoetai,15.4472932559712,13.6,NonExempt
Powerco,2019,Paengaroa,5.78117194994649,3.6,NonExempt
Powerco,2019,Paeroa,9.09492153927316,5.95,NonExempt
Powerco,2019,Papamoa,15.4644080082964,21.26,NonExempt
Powerco,2019,Parkville,2.16641767231112,0,NonExempt
Powerco,2019,Pascal St,23.1056508241924,17,NonExempt
Powerco,2019,Peat St,17.9922843515717,0,NonExempt
Powerco,2019,Piako,14.8004068030032,15.2,NonExempt
Powerco,2019,Pohokura,5.38317375676801,9.16,NonExempt
Powerco,2019,Pongakawa,5.20751870070085,1.3,NonExempt
Powerco,2019,Pongaroa,0.789087864453591,2.9,NonExempt
Powerco,2019,Pukepapa,4.54056043280836,1.9,NonExempt
Powerco,2019,Pungarehu,4.51548145209655,4.5,NonExempt
Powerco,2019,Putaruru,11.4847929258361,0,NonExempt
Powerco,2019,Pyes Pa,8.74040816326531,11.7,NonExempt
Powerco,2019,Rata,2.93946687874058,0.730613129325667,NonExempt
Powerco,2019,Roberts Ave,7.99181546889471,5.8,NonExempt
Powerco,2019,Sanson,9.05044842319043,0,NonExempt
Powerco,2019,Tahuna,5.94869954964873,0.7,NonExempt
Powerco,2019,Taihape,5.00836303323238,0.8,NonExempt
Powerco,2019,Tairua,9.12779830537531,7.5,NonExempt
Powerco,2019,Tasman,6.99710372333457,6.4,NonExempt
Powerco,2019,Tatua,4.75097172688463,0,NonExempt
Powerco,2019,Taupo Quay,11.1285498353387,0,NonExempt
Powerco,2019,Te Maunga,9.92627817450319,10.3,NonExempt
Powerco,2019,Te Ore Ore,7.26621608294797,6.8,NonExempt
Powerco,2019,Te Puke,20.2625712701321,22.9,NonExempt
Powerco,2019,Thames T1 & T2,12.0110000438225,0,NonExempt
Powerco,2019,Thames T3,1.81772034673053,6.9,NonExempt
Powerco,2019,Tinui,1.08814943308617,1.3,NonExempt
Powerco,2019,Tirau,9.91155271213364,0,NonExempt
Powerco,2019,Tower Rd,8.74489997702316,0,NonExempt
Powerco,2019,Triton,21.2761833019974,21.3,NonExempt
Powerco,2019,Tuhitarata,3.25885788679273,0,NonExempt
Powerco,2019,Turitea,16.1218256425453,0,NonExempt
Powerco,2019,Waharoa T1,3.77849085733413,0,NonExempt
Powerco,2019,Waharoa T2,4.89795918367347,0,NonExempt
Powerco,2019,Waihapa,1.22448979591837,1.5,NonExempt
Powerco,2019,Waihi,17.6447638284931,16,NonExempt
Powerco,2019,Waihi Beach,5.86471035825072,3.29457280799129,NonExempt
Powerco,2019,Waihi Rd,22.0930177453463,24.1,NonExempt
Powerco,2019,Waiouru,2.97375857940863,0.5,NonExempt
Powerco,2019,Wairakei,6.5056396985659,6,NonExempt
Powerco,2019,Waitara East,5.54666848115316,10.1,NonExempt
Powerco,2019,Waitara West,6.96384476362394,6.4,NonExempt
Powerco,2019,Waitoa,12.4178154525258,18.75,NonExempt
Powerco,2019,Walton,6.08280664699719,0,NonExempt
Powerco,2019,Wanganui East,8.24847426933808,3.4,NonExempt
Powerco,2019,Welcome Bay,23.7936850218307,21.4,NonExempt
Powerco,2019,Whangamata,9.75477792448128,0,NonExempt
Powerco,2019,Whareroa,4.38775510204082,3.1,NonExempt
Powerco,2019,Whitianga,17.3885496419933,0,NonExempt
Powerco,2020,Akura,13.5832673011072,9,NonExempt
Powerco,2020,Alfredton,0.459102296862041,1.4,NonExempt
Powerco,2020,Aongatete,8.88107026239059,7.2,NonExempt
Powerco,2020,Arahina,8.84102806012451,3.1,NonExempt
Powerco,2020,Atuaroa Ave,8.51003709513022,0,NonExempt
Powerco,2020,Awatoitoi,1.38879189770362,3,NonExempt
Powerco,2020,Baird Rd,10.7384093051591,0,NonExempt
Powerco,2020,Beach Rd,11.0947712684794,16.17,NonExempt
Powerco,2020,Bell Block,19.2005745854109,24.5,NonExempt
Powerco,2020,Bethlehem,10.3725809507948,8.00514014163532,NonExempt
Powerco,2020,Blink Bonnie,4.45582050174133,3,NonExempt
Powerco,2020,Brooklands,18.3411967684649,24,NonExempt
Powerco,2020,Browne St,10.0682097362501,10.56,NonExempt
Powerco,2020,Bulls,5.64725960631326,2,NonExempt
Powerco,2020,Cambria,16.4562643381403,17,NonExempt
Powerco,2020,Cardiff,1.69405655005794,5.5,NonExempt
Powerco,2020,Castlecliff,11.6254376199069,8.69,NonExempt
Powerco,2020,Chapel,15.3292818808395,13.8,NonExempt
Powerco,2020,City,18.88938938395,20.1,NonExempt
Powerco,2020,Clareville,11.9258734205701,9.4,NonExempt
Powerco,2020,Cloton Rd,11.2841550229723,13,NonExempt
Powerco,2020,Coromandel,4.67647969235656,0.5,NonExempt
Powerco,2020,Douglas,1.69425744476519,1.7,NonExempt
Powerco,2020,Eltham,10.4201657708171,11.3,NonExempt
Powerco,2020,Farmer Rd,6.98358460224156,0,NonExempt
Powerco,2020,Featherston,4.82887658689278,0.1,NonExempt
Powerco,2020,Feilding,22.6743293162699,23.7,NonExempt
Powerco,2020,Ferguson St,12.3,0,NonExempt
Powerco,2020,Gladstone,1.00356175914132,1.4,NonExempt
Powerco,2020,Hamilton St,16.1413865341929,22.4,NonExempt
Powerco,2020,Hatricks Wharf,11.070101669955,0,NonExempt
Powerco,2020,Hau Nui,1.51819551425646,0,NonExempt
Powerco,2020,Inghams,4.36288688004998,0,NonExempt
Powerco,2020,Inglewood,5.55202473134423,6.2,NonExempt
Powerco,2020,Kai Iwi,2.34111031611678,0.980813148992775,NonExempt
Powerco,2020,Kairanga,19.3346512313607,19.1,NonExempt
Powerco,2020,Kaponga,3.52667520262782,3,NonExempt
Powerco,2020,Kapuni,7.51765433887391,7,NonExempt
Powerco,2020,Katere,15.5809655696794,20.6,NonExempt
Powerco,2020,Katikati,8.98810358614682,4.6,NonExempt
Powerco,2020,Kauri Pt,3.36408944011829,1.6,NonExempt
Powerco,2020,Keith St,19.2461861296424,21.85,NonExempt
Powerco,2020,Kelvin Grove,20.0629949472145,17.2,NonExempt
Powerco,2020,Kempton,5.52003259268596,0.4,NonExempt
Powerco,2020,Kerepehi,10.3067859486288,0,NonExempt
Powerco,2020,Kimbolton,2.91358789011932,1.4,NonExempt
Powerco,2020,Lake Rd,6.66434509510813,1.7,NonExempt
Powerco,2020,Livingstone,3.1922486396689,3,NonExempt
Powerco,2020,Main St,19.8711098967177,17,NonExempt
Powerco,2020,Manaia,7.6873318976292,4.96996243406529,NonExempt
Powerco,2020,Mangamutu,12.5441192740194,12.75,NonExempt
Powerco,2020,Maraetai Rd,8.57874780286022,0,NonExempt
Powerco,2020,Martinborough,5.20982897598712,0.1,NonExempt
Powerco,2020,Matapihi,14.6983729065278,24.1,NonExempt
Powerco,2020,Matatoki,4.95171144835318,0,NonExempt
Powerco,2020,Matua,9.11944938517736,7.4,NonExempt
Powerco,2020,McKee,1.4929641801235,0,NonExempt
Powerco,2020,Midway / Lakeside,4.83967327713202,0,NonExempt
Powerco,2020,Mikkelsen Rd,14.5367743461384,19.15,NonExempt
Powerco,2020,Milson,18.8695081417573,18.1,NonExempt
Powerco,2020,Mokoia,4.44015939613754,3.1,NonExempt
Powerco,2020,Morrinsville,10.7379145823355,0,NonExempt
Powerco,2020,Motukawa,1.20610170496908,1.3,NonExempt
Powerco,2020,Moturoa,21.5782368913003,24,NonExempt
Powerco,2020,Ngariki,3.81504712864872,3.9,NonExempt
Powerco,2020,Norfolk,7.39249692999048,10.6,NonExempt
Powerco,2020,Oakura,3.92669308226461,4.2,NonExempt
Powerco,2020,Omanu,16.766316951847,24.3,NonExempt
Powerco,2020,Omokoroa,10.5442096349475,13.2,NonExempt
Powerco,2020,Otumoetai,15.7592807924369,13.6,NonExempt
Powerco,2020,Paengaroa,5.79134441322076,3.6,NonExempt
Powerco,2020,Paeroa,9.13303308056571,5.95,NonExempt
Powerco,2020,Papamoa,16.3033858556276,21.26,NonExempt
Powerco,2020,Parkville,2.16411249136501,0,NonExempt
Powerco,2020,Pascal St,17.7056508241924,17,NonExempt
Powerco,2020,Peat St,18.1028123048099,0,NonExempt
Powerco,2020,Piako,14.940761036856,15.2,NonExempt
Powerco,2020,Pohokura,5.38317375676801,9.16,NonExempt
Powerco,2020,Pongakawa,5.23229616686371,1.3,NonExempt
Powerco,2020,Pongaroa,0.787172624268252,2.9,NonExempt
Powerco,2020,Pukepapa,4.55251948292324,1.9,NonExempt
Powerco,2020,Pungarehu,4.53164599998572,4.5,NonExempt
Powerco,2020,Putaruru,11.5440847076567,0,NonExempt
Powerco,2020,Pyes Pa,9.01142857142857,11.7,NonExempt
Powerco,2020,Rata,2.93773997235245,0.730613129325667,NonExempt
Powerco,2020,Roberts Ave,8.01769446639614,5.8,NonExempt
Powerco,2020,Sanson,9.14221193802698,0,NonExempt
Powerco,2020,Tahuna,5.96610711932202,0.7,NonExempt
Powerco,2020,Taihape,5.00444779860212,0.8,NonExempt
Powerco,2020,Tairua,9.18764066676882,7.5,NonExempt
Powerco,2020,Tasman,7.00869151876709,6.4,NonExempt
Powerco,2020,Tatua,4.75097172688463,0,NonExempt
Powerco,2020,Taupo Quay,11.140651544463,0,NonExempt
Powerco,2020,Te Maunga,10.0796765641569,10.3,NonExempt
Powerco,2020,Te Ore Ore,7.29839369347671,6.8,NonExempt
Powerco,2020,Te Puke,20.3888270648943,22.9,NonExempt
Powerco,2020,Thames T1 & T2,12.0450396462474,0,NonExempt
Powerco,2020,Thames T3,1.81772034673053,6.9,NonExempt
Powerco,2020,Tinui,1.09273582292581,1.3,NonExempt
Powerco,2020,Tirau,9.9594382638956,0,NonExempt
Powerco,2020,Tower Rd,8.87949870215742,0,NonExempt
Powerco,2020,Triton,21.4488416580381,21.3,NonExempt
Powerco,2020,Tuhitarata,3.28178321637381,0,NonExempt
Powerco,2020,Turitea,16.3388520859003,0,NonExempt
Powerco,2020,Waharoa T1,3.78147151058663,0,NonExempt
Powerco,2020,Waharoa T2,4.89795918367347,0,NonExempt
Powerco,2020,Waihapa,1.22448979591837,1.5,NonExempt
Powerco,2020,Waihi,17.7596739414469,16,NonExempt
Powerco,2020,Waihi Beach,5.94328595132048,3.29457280799129,NonExempt
Powerco,2020,Waihi Rd,22.1700784726355,24.1,NonExempt
Powerco,2020,Waiouru,2.96769092264591,0.5,NonExempt
Powerco,2020,Wairakei,6.88883041753996,6,NonExempt
Powerco,2020,Waitara East,5.61492551741951,10.1,NonExempt
Powerco,2020,Waitara West,6.98264446467669,6.4,NonExempt
Powerco,2020,Waitoa,12.4178154525258,18.75,NonExempt
Powerco,2020,Walton,6.09141296117312,0,NonExempt
Powerco,2020,Wanganui East,8.26060332938644,3.4,NonExempt
Powerco,2020,Welcome Bay,24.2489822610637,21.4,NonExempt
Powerco,2020,Whangamata,9.79576294457759,5,NonExempt
Powerco,2020,Whitianga,17.6485207892265,0,NonExempt
Powerco,2021,Akura,13.0320658111268,9,NonExempt
Powerco,2021,Alfredton,0.495,1.4,NonExempt
Powerco,2021,Aongatete,4.3,7.2,NonExempt
Powerco,2021,Arahina,8.1282629738366,3.1,NonExempt
Powerco,2021,Atuaroa Ave,8.18766067408163,0,NonExempt
Powerco,2021,Awatoitoi,1.33422693279287,0,NonExempt
Powerco,2021,Baird Rd,10.2472561061224,0,NonExempt
Powerco,2021,Beach Rd,9.81616764590704,16.17,NonExempt
Powerco,2021,Bell Block,15.5568547718746,24.5,NonExempt
Powerco,2021,Bethlehem,9.32391853005476,8.00514014163532,NonExempt
Powerco,2021,Blink Bonnie,3.81229100643189,3,NonExempt
Powerco,2021,Brooklands,16.6393700206021,24,NonExempt
Powerco,2021,Browne St,9.83599902955206,10.56,NonExempt
Powerco,2021,Bulls,5.71091897036889,2,NonExempt
Powerco,2021,Cambria,13.0968366861777,17,NonExempt
Powerco,2021,Cardiff,1.57683972616422,2.5,NonExempt
Powerco,2021,Castlecliff,9.06796552262122,8.69,NonExempt
Powerco,2021,Chapel,12.3997445608166,10.3,NonExempt
Powerco,2021,City,16.5432289337018,20.1,NonExempt
Powerco,2021,Clareville,9.16562789942244,9.4,NonExempt
Powerco,2021,Cloton Rd,9.89005607784963,13,NonExempt
Powerco,2021,Coromandel,4.28987521693878,0.5,NonExempt
Powerco,2021,Douglas,1.57883459820577,1.7,NonExempt
Powerco,2021,Eltham,9.88037965427784,11.3,NonExempt
Powerco,2021,Farmer Rd,6.87138743387755,0,NonExempt
Powerco,2021,Featherston,4.36904428123483,1.77,NonExempt
Powerco,2021,Feilding,21.5944478948664,23.7,NonExempt
Powerco,2021,Ferguson St,11,0,NonExempt
Powerco,2021,Gladstone,1.05631101203856,0.2,NonExempt
Powerco,2021,Hamilton St,16.0713511135911,22.4,NonExempt
Powerco,2021,Hatricks Wharf,13.4010065111937,0,NonExempt
Powerco,2021,Hau Nui,1.40695367111727,0,NonExempt
Powerco,2021,Inghams,3.84450332734694,0,NonExempt
Powerco,2021,Inglewood,5.06990521610833,6.2,NonExempt
Powerco,2021,Kai Iwi,2.208032682608,0.980813148992775,NonExempt
Powerco,2021,Kairanga,17.912353777437,19.1,NonExempt
Powerco,2021,Kaponga,3.03273169269029,3,NonExempt
Powerco,2021,Kapuni,5.5,7,NonExempt
Powerco,2021,Katere,13.582454425751,20.6,NonExempt
Powerco,2021,Katikati,8.5312923067347,4.6,NonExempt
Powerco,2021,Kauri Pt,2.67125461281633,1.6,NonExempt
Powerco,2021,Keith St,18.4578420215461,21.85,NonExempt
Powerco,2021,Kelvin Grove,16.9895997945265,17.2,NonExempt
Powerco,2021,Kempton,4.23418730580359,0.4,NonExempt
Powerco,2021,Kerepehi,10.0009089107698,0,NonExempt
Powerco,2021,Kimbolton,2.67978709585367,1.4,NonExempt
Powerco,2021,Lake Rd,6.49384000442188,1.7,NonExempt
Powerco,2021,Livingstone,2.63526958729047,3,NonExempt
Powerco,2021,Main St,21.835333388815,17,NonExempt
Powerco,2021,Manaia,5.93261786216073,4.7,NonExempt
Powerco,2021,Mangamutu,12.2628518987889,12.75,NonExempt
Powerco,2021,Maraetai Rd,8.2511649522449,0,NonExempt
Powerco,2021,Martinborough,4.95324126110766,0.1,NonExempt
Powerco,2021,Matapihi,12.9604986313265,24.1,NonExempt
Powerco,2021,Matatoki,4.57487047755383,0,NonExempt
Powerco,2021,Matua,8.83756781326531,7.4,NonExempt
Powerco,2021,McKee,1.25,0,NonExempt
Powerco,2021,Midway / Lakeside,4.21296007065477,0,NonExempt
Powerco,2021,Mikkelsen Rd,12.594673413999,19.15,NonExempt
Powerco,2021,Milson,16.797420142774,18.1,NonExempt
Powerco,2021,Mokoia,3.1,3.5,NonExempt
Powerco,2021,Morrinsville,8.76674464826531,0,NonExempt
Powerco,2021,Motukawa,0.95825747036215,1.3,NonExempt
Powerco,2021,Moturoa,18.2,24,NonExempt
Powerco,2021,Ngariki,3.83191453459262,3.9,NonExempt
Powerco,2021,Norfolk,6.31682129823967,1.4,NonExempt
Powerco,2021,Oakura,3.43701807096895,0,NonExempt
Powerco,2021,Omanu,11.8602892196744,24.3,NonExempt
Powerco,2021,Omokoroa,10.4124545499998,13.2,NonExempt
Powerco,2021,Otumoetai,14.7287198846939,13.6,NonExempt
Powerco,2021,Paengaroa,4.8,3.6,NonExempt
Powerco,2021,Paeroa,7.83963363981468,5.95,NonExempt
Powerco,2021,Papamoa,15.5,21.26,NonExempt
Powerco,2021,Parkville,2.22623123469247,0,NonExempt
Powerco,2021,Pascal St,22.5252279380548,17,NonExempt
Powerco,2021,Peat St,14.1232717344248,0,NonExempt
Powerco,2021,Piako,13.070171110051,15.2,NonExempt
Powerco,2021,Pohokura,5.25285719714286,9.16,NonExempt
Powerco,2021,Pongakawa,4.47975618358132,1.3,NonExempt
Powerco,2021,Pongaroa,0.853283698037177,2.9,NonExempt
Powerco,2021,Pukepapa,5.46067644120723,1.9,NonExempt
Powerco,2021,Pungarehu,2.98767938607511,4.5,NonExempt
Powerco,2021,Putaruru,11.5639845251439,0,NonExempt
Powerco,2021,Pyes Pa,10.4285320840556,11.7,NonExempt
Powerco,2021,Rata,2.97320278926302,0.730613129325667,NonExempt
Powerco,2021,Roberts Ave,4.5206717390072,5.8,NonExempt
Powerco,2021,Sanson,8.46444339345524,0,NonExempt
Powerco,2021,Tahuna,5.81921339902183,0.7,NonExempt
Powerco,2021,Taihape,4.42424385166367,0.8,NonExempt
Powerco,2021,Tairua,8.94420392209927,7.5,NonExempt
Powerco,2021,Tasman,6.50168854679535,6.4,NonExempt
Powerco,2021,Tatua,4.77380100030612,0,NonExempt
Powerco,2021,Taupo Quay,10.7968788882903,0,NonExempt
Powerco,2021,Te Maunga,9.76159157290726,10.3,NonExempt
Powerco,2021,Te Ore Ore,6.97997881148891,6.8,NonExempt
Powerco,2021,Te Puke,18.8113987787322,22.9,NonExempt
Powerco,2021,Thames T1 & T2,11.7195688816327,0,NonExempt
Powerco,2021,Thames T3,1.75546934581633,6.9,NonExempt
Powerco,2021,Tinui,1.05262265458306,0,NonExempt
Powerco,2021,Tirau,9.73264266846939,0,NonExempt
Powerco,2021,Tower Rd,8.17718518755102,16.5,NonExempt
Powerco,2021,Triton,20.0189729785714,21.3,NonExempt
Powerco,2021,Tuhitarata,3.85730251920969,0.17,NonExempt
Powerco,2021,Turitea,14.0254402932626,0,NonExempt
Powerco,2021,Waharoa Nth,3.687764,2.5,NonExempt
Powerco,2021,Waharoa Sth,5.27556,0,NonExempt
Powerco,2021,Waihapa,1.17562796846155,2.4,NonExempt
Powerco,2021,Waihi,16.7057140244898,16,NonExempt
Powerco,2021,Waihi Beach,5.73805905673469,3.29457280799129,NonExempt
Powerco,2021,Waihi Rd,21.4673238581633,24.1,NonExempt
Powerco,2021,Waiouru,2.38355024666211,0.5,NonExempt
Powerco,2021,Wairakei,6.64302506816667,6,NonExempt
Powerco,2021,Waitara East,4.66717892373382,10.1,NonExempt
Powerco,2021,Waitara West,6.66230359031991,6.4,NonExempt
Powerco,2021,Waitoa,11.9253171234694,18.75,NonExempt
Powerco,2021,Walton,5.9025179567347,0,NonExempt
Powerco,2021,Wanganui East,5.22814690111593,3.4,NonExempt
Powerco,2021,Welcome Bay,22.8718218989796,21.4,NonExempt
Powerco,2021,Whangamata,10.4834693265306,5,NonExempt
Powerco,2021,Whitianga,16.4905608510204,0,NonExempt
Powerco,2022,Akura,11.6,9,NonExempt
Powerco,2022,Alfredton,0.5,1.4,NonExempt
Powerco,2022,Aongatete,3.6,5,NonExempt
Powerco,2022,Arahina,7.7,3.1,NonExempt
Powerco,2022,Atuaroa Ave,9,0,NonExempt
Powerco,2022,Awatoitoi,0.8,3,NonExempt
Powerco,2022,Baird Rd,9.9,0,NonExempt
Powerco,2022,Beach Rd,10.4,16.2,NonExempt
Powerco,2022,Bell Block,14.3,24.5,NonExempt
Powerco,2022,Bethlehem,10.9,8.00514014163532,NonExempt
Powerco,2022,Blink Bonnie,2.8,3,NonExempt
Powerco,2022,Brooklands,17.4,24,NonExempt
Powerco,2022,Browne St,9.4,10.56,NonExempt
Powerco,2022,Bulls,5.1,2,NonExempt
Powerco,2022,Cambria,13.6,17,NonExempt
Powerco,2022,Cardiff,1.7,2.5,NonExempt
Powerco,2022,Castlecliff,8.8,8.7,NonExempt
Powerco,2022,Chapel,13.4,13.8,NonExempt
Powerco,2022,City,14.4,20.1,NonExempt
Powerco,2022,Clareville,9.6,9.4,NonExempt
Powerco,2022,Cloton Rd,9,13,NonExempt
Powerco,2022,Coromandel,4.3,1,NonExempt
Powerco,2022,Douglas,1.3,1.7,NonExempt
Powerco,2022,Eltham,10,11.3,NonExempt
Powerco,2022,Farmer Rd,6.3,0,NonExempt
Powerco,2022,Featherston,4.3,0.1,NonExempt
Powerco,2022,Feilding,22.1,23.7,NonExempt
Powerco,2022,Ferguson St,10.4,23.7,NonExempt
Powerco,2022,Gladstone,1,1.4,NonExempt
Powerco,2022,Hamilton St,10.5,21.3,NonExempt
Powerco,2022,Hatricks Wharf,9.6,0,NonExempt
Powerco,2022,Hau Nui,0.8,0,NonExempt
Powerco,2022,Inghams,4.4,0,NonExempt
Powerco,2022,Inglewood,5.3,6.2,NonExempt
Powerco,2022,Kai Iwi,2,0.980813148992775,NonExempt
Powerco,2022,Kairanga,17.6,19.1,NonExempt
Powerco,2022,Kaponga,3.1,3,NonExempt
Powerco,2022,Kapuni,5.4,10.7,NonExempt
Powerco,2022,Katere,14.5,24.3,NonExempt
Powerco,2022,Katikati,10.5,11.34,NonExempt
Powerco,2022,Kauri Pt,2.9,1.6,NonExempt
Powerco,2022,Keith St,17.9,21.9,NonExempt
Powerco,2022,Kelvin Grove,15.7,17.2,NonExempt
Powerco,2022,Kempton,5.1,0.4,NonExempt
Powerco,2022,Kerepehi,10.2,0,NonExempt
Powerco,2022,Kimbolton,2.7,1.4,NonExempt
Powerco,2022,Lake Rd,6.2,1.7,NonExempt
Powerco,2022,Livingstone,2.5,3,NonExempt
Powerco,2022,Main St,14.6,17,NonExempt
Powerco,2022,Manaia,5.8,4.96996243406529,NonExempt
Powerco,2022,Mangamutu,11.9,12.8,NonExempt
Powerco,2022,Maraetai Rd,7.8,0,NonExempt
Powerco,2022,Martinborough,4,0.1,NonExempt
Powerco,2022,Matapihi,12.8,24.1,NonExempt
Powerco,2022,Matatoki,4.2,0,NonExempt
Powerco,2022,Matua,8.8,7.4,NonExempt
Powerco,2022,McKee,1.4,0,NonExempt
Powerco,2022,Midway / Lakeside,3.9,0,NonExempt
Powerco,2022,Mikkelsen Rd,12.5,19.15,NonExempt
Powerco,2022,Milson,16.4,18.1,NonExempt
Powerco,2022,Mokoia,3.1,3.1,NonExempt
Powerco,2022,Morrinsville,8,0,NonExempt
Powerco,2022,Motukawa,1,1.3,NonExempt
Powerco,2022,Moturoa,18.4,24,NonExempt
Powerco,2022,Ngariki,2.6,3.9,NonExempt
Powerco,2022,Norfolk,6.2,10.6,NonExempt
Powerco,2022,Oakura,3.6,0,NonExempt
Powerco,2022,Omanu,12.3,24.3,NonExempt
Powerco,2022,Omokoroa,11.9,13.2,NonExempt
Powerco,2022,Otumoetai,14.4,13.6,NonExempt
Powerco,2022,Paengaroa,5.8,3.6,NonExempt
Powerco,2022,Paeroa,7.4,5.95,NonExempt
Powerco,2022,Papamoa,16.6,21.26,NonExempt
Powerco,2022,Parkville,2.1,0,NonExempt
Powerco,2022,Pascal St,13.6,17,NonExempt
Powerco,2022,Peat St,14.3,0,NonExempt
Powerco,2022,Piako,12.8,15.2,NonExempt
Powerco,2022,Pongakawa,4.5,1.3,NonExempt
Powerco,2022,Pongaroa,0.7,2.9,NonExempt
Powerco,2022,Pukepapa,3.5,1.9,NonExempt
Powerco,2022,Pungarehu,3.2,4.5,NonExempt
Powerco,2022,Putaruru,11.9,0,NonExempt
Powerco,2022,Pyes Pa,14.1,24.1,NonExempt
Powerco,2022,Rata,2.2,0.7,NonExempt
Powerco,2022,Roberts Ave,4.3,5.8,NonExempt
Powerco,2022,Sanson,9.3,0,NonExempt
Powerco,2022,Tahuna,5.4,0.7,NonExempt
Powerco,2022,Taihape,4.3,0.8,NonExempt
Powerco,2022,Tairua,8.9,7.5,NonExempt
Powerco,2022,Tasman,6.8,6.2,NonExempt
Powerco,2022,Tatua,4.8,0,NonExempt
Powerco,2022,Taupo Quay,6.3,0,NonExempt
Powerco,2022,Te Maunga,10.1,10.3,NonExempt
Powerco,2022,Te Ore Ore,7.3,6.8,NonExempt
Powerco,2022,Te Puke,20.1,22.9,NonExempt
Powerco,2022,Thames T1 & T2,12.1,0,NonExempt
Powerco,2022,Thames T3,1.7,6.9,NonExempt
Powerco,2022,Tinui,0.7,1.3,NonExempt
Powerco,2022,Tirau,8.2,0,NonExempt
Powerco,2022,Tower Rd,8.1,16.5,NonExempt
Powerco,2022,Triton,17.9,21.3,NonExempt
Powerco,2022,Tuhitarata,3.2,0,NonExempt
Powerco,2022,Turitea,13.5,0,NonExempt
Powerco,2022,Waharoa Nth,3.2,2.5,NonExempt
Powerco,2022,Waharoa Sth,5.4,0,NonExempt
Powerco,2022,Waihapa,0.5,2.4,NonExempt
Powerco,2022,Waihi,17.4,21.39,NonExempt
Powerco,2022,Waihi Beach,5.1,3.29457280799129,NonExempt
Powerco,2022,Waihi Rd,20.2,24.1,NonExempt
Powerco,2022,Waiouru,2.4,0.5,NonExempt
Powerco,2022,Wairakei,8.5,24.1,NonExempt
Powerco,2022,Waitara East,4.7,5.9,NonExempt
Powerco,2022,Waitara West,6.4,6.4,NonExempt
Powerco,2022,Waitoa,12,18.75,NonExempt
Powerco,2022,Walton,5,0,NonExempt
Powerco,2022,Wanganui East,5.4,3.4,NonExempt
Powerco,2022,Welcome Bay,23,21.4,NonExempt
Powerco,2022,Whangamata,8.8,5,NonExempt
Powerco,2022,Whitianga,15.2,0,NonExempt
Powerco,2023,Akura,13.1730380542186,9,NonExempt
Powerco,2023,Alfredton,0.544,1.4,NonExempt
Powerco,2023,Aongatete,4.51172103812782,5,NonExempt
Powerco,2023,Arahina,8.1231079282356,3.1,NonExempt
Powerco,2023,Atuaroa Ave,9.1283875385318,0,NonExempt
Powerco,2023,Awatoitoi,1.00861523719862,3,NonExempt
Powerco,2023,Baird Rd,9.86775655679826,19.2,NonExempt
Powerco,2023,Beach Rd,10.3113600403493,16.2,NonExempt
Powerco,2023,Bell Block,15.5928615577378,24.5,NonExempt
Powerco,2023,Bethlehem,10.8849032695362,8.00514014163532,NonExempt
Powerco,2023,Blink Bonnie,2.82740633359799,3,NonExempt
Powerco,2023,Brooklands,19.2938950323999,24,NonExempt
Powerco,2023,Browne St,10.3918005081901,10.56,NonExempt
Powerco,2023,Bulls,5.51197420854761,2,NonExempt
Powerco,2023,Cambria,14.7425670817155,17,NonExempt
Powerco,2023,Cardiff,1.70215159885637,2.5,NonExempt
Powerco,2023,Castlecliff,9.47510289730136,8.7,NonExempt
Powerco,2023,Chapel,13.5841577776133,13.8,NonExempt
Powerco,2023,City,16.0233179252327,20.1,NonExempt
Powerco,2023,Clareville,10.396564424735,9.4,NonExempt
Powerco,2023,Cloton Rd,10.1371646580881,13,NonExempt
Powerco,2023,Coromandel,4.50874712550748,1,NonExempt
Powerco,2023,Douglas,1.40418463061997,1.7,NonExempt
Powerco,2023,Eltham,9.49810472259178,11.3,NonExempt
Powerco,2023,Farmer Rd,6.35221600579602,0,NonExempt
Powerco,2023,Featherston,3.86224916767862,7,NonExempt
Powerco,2023,Feilding,23.2785370560575,23.7,NonExempt
Powerco,2023,Ferguson St,11.2056945743586,23.7,NonExempt
Powerco,2023,Gladstone,0.866202304315496,1.4,NonExempt
Powerco,2023,Hamilton St,10.824934443509,21.3,NonExempt
Powerco,2023,Hatricks Wharf,9.83159977352647,0,NonExempt
Powerco,2023,Hau Nui,0.304909155212233,0,NonExempt
Powerco,2023,Inghams,3.9,0,NonExempt
Powerco,2023,Inglewood,5.42044654246888,6.2,NonExempt
Powerco,2023,Kai Iwi,2.0513636853213,0.980813148992775,NonExempt
Powerco,2023,Kairanga,18.0152689458675,19.1,NonExempt
Powerco,2023,Kaponga,3.12467673776115,3,NonExempt
Powerco,2023,Kapuni,5.54997563719877,10.7,NonExempt
Powerco,2023,Katere,15.2792651747098,24.3,NonExempt
Powerco,2023,Katikati,10.7860139606624,13.6,NonExempt
Powerco,2023,Kauri Pt,2.81683543025479,1.6,NonExempt
Powerco,2023,Keith St,18.5664665029453,21.9,NonExempt
Powerco,2023,Kelvin Grove,17.0190356055655,17.2,NonExempt
