edb,disc_yr,sub_category,peak,capacity,status
Aurora Energy,2019,Alexandra,11,15,NonExempt
Aurora Energy,2019,Anderson’s Bay,15,18,NonExempt
Aurora Energy,2019,Arrowtown,9.2,12,NonExempt
Aurora Energy,2019,Berwick,1.4,3.6,NonExempt
Aurora Energy,2019,Camphill,5.6,6.5,NonExempt
Aurora Energy,2019,Cardrona,3.9,6,NonExempt
Aurora Energy,2019,Carisbrook,11.6,24,NonExempt
Aurora Energy,2019,Clyde/Earnscleugh,3.9,4.8,NonExempt
Aurora Energy,2019,Commonage,12.1,17,NonExempt
Aurora Energy,2019,Coronet Peak,5.5,6,NonExempt
Aurora Energy,2019,Corstorphine,12.8,23,NonExempt
Aurora Energy,2019,Cromwell,12.5,7.5,NonExempt
Aurora Energy,2019,Dalefield,1.7,3.6,NonExempt
Aurora Energy,2019,Earnscleugh,,2,NonExempt
Aurora Energy,2019,East Taieri,16,24,NonExempt
Aurora Energy,2019,Ettrick,2.2,3.6,NonExempt
Aurora Energy,2019,Fernhill,6.8,10,NonExempt
Aurora Energy,2019,Frankton,15.8,15,NonExempt
Aurora Energy,2019,Green Island,13.3,18,NonExempt
Aurora Energy,2019,Halfway Bush,14.5,24,NonExempt
Aurora Energy,2019,Kaikorai Val.,10.2,23,NonExempt
Aurora Energy,2019,Lauder Flat,1,4,NonExempt
Aurora Energy,2019,Lindis Crossing,6.5,7.5,NonExempt
Aurora Energy,2019,Mosgiel,6.9,12,NonExempt
Aurora Energy,2019,North City,18.2,28,NonExempt
Aurora Energy,2019,North East Val.,10.8,18,NonExempt
Aurora Energy,2019,Omakau,2.5,3,NonExempt
Aurora Energy,2019,Outram,2.8,6,NonExempt
Aurora Energy,2019,Port Chalmers,6.5,10,NonExempt
Aurora Energy,2019,Queensberry,3.2,4,NonExempt
Aurora Energy,2019,Queenstown,13.6,20,NonExempt
Aurora Energy,2019,Remarkables,2.2,3.6,NonExempt
Aurora Energy,2019,Roxburgh,2.3,6,NonExempt
Aurora Energy,2019,Smith St,14,18,NonExempt
Aurora Energy,2019,South City,15.3,18,NonExempt
Aurora Energy,2019,St Kilda,14.8,23,NonExempt
Aurora Energy,2019,Wanaka,20.5,24,NonExempt
Aurora Energy,2019,Ward St,10.7,23,NonExempt
Aurora Energy,2019,Willowbank,12.6,18,NonExempt
Aurora Energy,2020,Alexandra,11.2,15,NonExempt
Aurora Energy,2020,Anderson’s Bay,14.2,18,NonExempt
Aurora Energy,2020,Arrowtown,8.5,12,NonExempt
Aurora Energy,2020,Berwick,1.5,3.6,NonExempt
Aurora Energy,2020,Camphill,5.3,7.5,NonExempt
Aurora Energy,2020,Cardrona,4.8,6,NonExempt
Aurora Energy,2020,Carisbrook,10.8,22.8,NonExempt
Aurora Energy,2020,Clyde/Earnscleugh,3.9,4.8,NonExempt
Aurora Energy,2020,Commonage,11.8,17,NonExempt
Aurora Energy,2020,Coronet Peak,5.5,6,NonExempt
Aurora Energy,2020,Corstorphine,12,23,NonExempt
Aurora Energy,2020,Cromwell,13.2,9,NonExempt
Aurora Energy,2020,Dalefield,1.8,3.6,NonExempt
Aurora Energy,2020,Earnscleugh,0,2,NonExempt
Aurora Energy,2020,East Taieri,16,24,NonExempt
Aurora Energy,2020,Ettrick,2,3.6,NonExempt
Aurora Energy,2020,Fernhill,6.8,10,NonExempt
Aurora Energy,2020,Frankton,17,15,NonExempt
Aurora Energy,2020,Green Island,13,18,NonExempt
Aurora Energy,2020,Halfway Bush,12.9,18,NonExempt
Aurora Energy,2020,Kaikorai Val.,9.1,23,NonExempt
Aurora Energy,2020,Lauder Flat,0.8,3,NonExempt
Aurora Energy,2020,Lindis Crossing,6.8,7.5,NonExempt
Aurora Energy,2020,Mosgiel,6.5,12,NonExempt
Aurora Energy,2020,North City,14.3,28,NonExempt
Aurora Energy,2020,North East Val.,10.1,18,NonExempt
Aurora Energy,2020,Omakau,3.1,3.6,NonExempt
Aurora Energy,2020,Outram,2.8,6,NonExempt
Aurora Energy,2020,Port Chalmers,6.5,10,NonExempt
Aurora Energy,2020,Queensberry,3.1,4,NonExempt
Aurora Energy,2020,Queenstown,16,20,NonExempt
Aurora Energy,2020,Remarkables,2.4,3.6,NonExempt
Aurora Energy,2020,Roxburgh,2,6,NonExempt
Aurora Energy,2020,Smith St,13.6,18,NonExempt
Aurora Energy,2020,South City,14.6,18,NonExempt
Aurora Energy,2020,St Kilda,14.1,23,NonExempt
Aurora Energy,2020,Wanaka,20.9,24,NonExempt
Aurora Energy,2020,Ward St,11,23,NonExempt
Aurora Energy,2020,Willowbank,12.2,18,NonExempt
Aurora Energy,2021,Alexandra,10.9,15,NonExempt
Aurora Energy,2021,Andersons Bay,15.1,18,NonExempt
Aurora Energy,2021,Arrowtown,10.1,12,NonExempt
Aurora Energy,2021,Berwick,1.8,0,NonExempt
Aurora Energy,2021,Camphill,5.5,0,NonExempt
Aurora Energy,2021,Cardrona,2.6,0,NonExempt
Aurora Energy,2021,Carisbrook,12.1,22.8,NonExempt
Aurora Energy,2021,Clyde/Earnscleugh,3.7,0,NonExempt
Aurora Energy,2021,Commonage,10.7,17,NonExempt
Aurora Energy,2021,Coronet Peak,5.3,0,NonExempt
Aurora Energy,2021,Corstorphine,12.6,23,NonExempt
Aurora Energy,2021,Cromwell,12.7,23,NonExempt
Aurora Energy,2021,Dalefield,1.9,0,NonExempt
Aurora Energy,2021,Earnscleugh,0,0,NonExempt
Aurora Energy,2021,East Taieri,16,24,NonExempt
Aurora Energy,2021,Ettrick,1.6,0,NonExempt
Aurora Energy,2021,Fernhill,5.9,10,NonExempt
Aurora Energy,2021,Frankton,16.6,15,NonExempt
Aurora Energy,2021,Green Island,14,18,NonExempt
Aurora Energy,2021,Halfway Bush,13,18,NonExempt
Aurora Energy,2021,Kaikorai Valley,9.9,23,NonExempt
Aurora Energy,2021,Lauder Flat,1,0,NonExempt
Aurora Energy,2021,Lindis Crossing,6.5,0,NonExempt
Aurora Energy,2021,Mosgiel,6.7,12,NonExempt
Aurora Energy,2021,North City,15.5,28,NonExempt
Aurora Energy,2021,North East Valley,10.2,18,NonExempt
Aurora Energy,2021,Omakau,3.4,0,NonExempt
Aurora Energy,2021,Outram,2.9,0,NonExempt
Aurora Energy,2021,Port Chalmers,7.2,10,NonExempt
Aurora Energy,2021,Queensberry,3.2,0,NonExempt
Aurora Energy,2021,Queenstown,13.3,20,NonExempt
Aurora Energy,2021,Remarkables,2.3,0,NonExempt
Aurora Energy,2021,Roxburgh,2,0,NonExempt
Aurora Energy,2021,Smith St,13.9,18,NonExempt
Aurora Energy,2021,South City,14.5,18,NonExempt
Aurora Energy,2021,St Kilda,14.2,23,NonExempt
Aurora Energy,2021,Wanaka,24.47,24,NonExempt
Aurora Energy,2021,Ward St,9.2,23,NonExempt
Aurora Energy,2021,Willowbank,11.7,18,NonExempt
Aurora Energy,2022,Alexandra,10.7981483333333,15,NonExempt
Aurora Energy,2022,Andersons Bay,15.4533333333333,18,NonExempt
Aurora Energy,2022,Arrowtown,9.42710266666667,6,NonExempt
Aurora Energy,2022,Berwick,1.38666666666667,0,NonExempt
Aurora Energy,2022,Camp Hill,5.52666666666667,0,NonExempt
Aurora Energy,2022,Cardrona,3.73,0,NonExempt
Aurora Energy,2022,Carisbrook,12.09,18,NonExempt
Aurora Energy,2022,Clyde/Earnscleugh,3.86333333333333,0,NonExempt
Aurora Energy,2022,Commonage,11.227539,17,NonExempt
Aurora Energy,2022,Coronet Peak,5.44044866666667,0,NonExempt
Aurora Energy,2022,Corstorphine,12.88,23,NonExempt
Aurora Energy,2022,Cromwell,13.8,24,NonExempt
Aurora Energy,2022,Dalefield,1.699146,0,NonExempt
Aurora Energy,2022,Dunstan,0,0,NonExempt
Aurora Energy,2022,Earnscleugh,0,,NonExempt
Aurora Energy,2022,East Taieri,18.7366666666667,24,NonExempt
Aurora Energy,2022,Ettrick,1.880843,0,NonExempt
Aurora Energy,2022,Fernhill,5.843251,10,NonExempt
Aurora Energy,2022,Frankton,17.078013,15,NonExempt
Aurora Energy,2022,Green Island,14.4533333333333,18,NonExempt
Aurora Energy,2022,Halfway Bush,13.3566666666667,18,NonExempt
Aurora Energy,2022,Kaikorai Valley,10.4733333333333,23,NonExempt
Aurora Energy,2022,Lauder Flat,1.01284426666667,0,NonExempt
Aurora Energy,2022,Lindis Crossing,6.55666666666667,0,NonExempt
Aurora Energy,2022,Mosgiel,7.15,12,NonExempt
Aurora Energy,2022,North City,15.25,28,NonExempt
Aurora Energy,2022,North East Valley,10.4466666666667,18,NonExempt
Aurora Energy,2022,Omakau,3.378077,0,NonExempt
Aurora Energy,2022,Outram,3.20331566666667,0,NonExempt
Aurora Energy,2022,Port Chalmers,7.33666666666667,10,NonExempt
Aurora Energy,2022,Queensberry,3.44872566666667,0,NonExempt
Aurora Energy,2022,Queenstown,12.1706316666667,20,NonExempt
Aurora Energy,2022,Remarkables,2.27047833333333,0,NonExempt
Aurora Energy,2022,Riverbank,0,0,NonExempt
Aurora Energy,2022,Roxburgh,2.04666666666667,0,NonExempt
Aurora Energy,2022,Smith Street,12.9433333333333,18,NonExempt
Aurora Energy,2022,South City,15.0666666666667,18,NonExempt
Aurora Energy,2022,St Kilda,14.6033333333333,23,NonExempt
Aurora Energy,2022,Wanaka,25.0433333333333,24,NonExempt
Aurora Energy,2022,Ward Street,9.34,23,NonExempt
Aurora Energy,2022,Willowbank,11.7733333333333,18,NonExempt
Aurora Energy,2023,Alexandra,11.5,15,NonExempt
Aurora Energy,2023,Andersons Bay,14.2,18,NonExempt
Aurora Energy,2023,Arrowtown,9.7,10,NonExempt
Aurora Energy,2023,Berwick,1.6,0,NonExempt
Aurora Energy,2023,Camp Hill,5.7,0,NonExempt
Aurora Energy,2023,Cardrona,3.9,0,NonExempt
Aurora Energy,2023,Carisbrook,9.5,24,NonExempt
Aurora Energy,2023,Clyde/Earnscleugh,4.1,0,NonExempt
Aurora Energy,2023,Commonage,11.7,17,NonExempt
Aurora Energy,2023,Coronet Peak,5.1,0,NonExempt
Aurora Energy,2023,Corstorphine,12,23,NonExempt
Aurora Energy,2023,Cromwell,13.8,24,NonExempt
Aurora Energy,2023,Dalefield,1.7,0,NonExempt
Aurora Energy,2023,Dunstan,0,0,NonExempt
Aurora Energy,2023,Earnscleugh,0,,NonExempt
Aurora Energy,2023,East Taieri,18,24,NonExempt
Aurora Energy,2023,Ettrick,2.2,0,NonExempt
Aurora Energy,2023,Fernhill,6.3,10,NonExempt
Aurora Energy,2023,Frankton,18,15,NonExempt
Aurora Energy,2023,Green Island,14.6,18,NonExempt
Aurora Energy,2023,Halfway Bush,13.6,18,NonExempt
Aurora Energy,2023,Kaikorai Valley,10,23,NonExempt
Aurora Energy,2023,Lauder Flat,1.2,0,NonExempt
Aurora Energy,2023,Lindis Crossing,7,0,NonExempt
Aurora Energy,2023,Mosgiel,7.1,12,NonExempt
Aurora Energy,2023,North City,15.4,28,NonExempt
Aurora Energy,2023,North East Valley,10.4,18,NonExempt
Aurora Energy,2023,Omakau,3.2,0,NonExempt
Aurora Energy,2023,Outram,3.3,0,NonExempt
Aurora Energy,2023,Port Chalmers,7.6,10,NonExempt
Aurora Energy,2023,Queensberry,3.8,0,NonExempt
Aurora Energy,2023,Queenstown,12.4,20,NonExempt
Aurora Energy,2023,Remarkables,2.3,0,NonExempt
Aurora Energy,2023,Riverbank,0,0,NonExempt
Aurora Energy,2023,Roxburgh,1.7,0,NonExempt
Aurora Energy,2023,Smith Street,13.2,18,NonExempt
Aurora Energy,2023,South City,14.8,18,NonExempt
Aurora Energy,2023,St Kilda,14.6,23,NonExempt
Aurora Energy,2023,Wanaka,27.2,24,NonExempt
Aurora Energy,2023,Ward Street,9.6,23,NonExempt
Aurora Energy,2023,Willowbank,12.5,18,NonExempt
Aurora Energy,2024,Alexandra,11.1,15,NonExempt
Aurora Energy,2024,Andersons Bay,15.1,24,NonExempt
Aurora Energy,2024,Arrowtown,9.6,10,NonExempt
Aurora Energy,2024,Berwick,1.6,0,NonExempt
Aurora Energy,2024,Camp Hill,5.8,0,NonExempt
Aurora Energy,2024,Cardrona,24,0,NonExempt
Aurora Energy,2024,Carisbrook,10.5,18,NonExempt
Aurora Energy,2024,Clyde/Earnscleugh,4.2,0,NonExempt
Aurora Energy,2024,Commonage,11.8,17,NonExempt
Aurora Energy,2024,Coronet Peak,5.2,0,NonExempt
Aurora Energy,2024,Corstorphine,13.2,23,NonExempt
Aurora Energy,2024,Cromwell,14,24,NonExempt
Aurora Energy,2024,Dalefield,1.7,0,NonExempt
Aurora Energy,2024,Dunstan,0,0,NonExempt
Aurora Energy,2024,Earnscleugh,0,0,NonExempt
Aurora Energy,2024,East Taieri,18.6,24,NonExempt
Aurora Energy,2024,Ettrick,2,0,NonExempt
Aurora Energy,2024,Fernhill,6.5,10,NonExempt
Aurora Energy,2024,Frankton,18.2,15,NonExempt
Aurora Energy,2024,Green Island,14,18,NonExempt
Aurora Energy,2024,Halfway Bush,13.9,18,NonExempt
Aurora Energy,2024,Kaikorai Valley,10.6,23,NonExempt
Aurora Energy,2024,Lauder Flat,1,0,NonExempt
Aurora Energy,2024,Lindis Crossing,8.5,0,NonExempt
Aurora Energy,2024,Mosgiel,7.3,12,NonExempt
Aurora Energy,2024,North City,16.2,28,NonExempt
Aurora Energy,2024,North East Valley,10.8,18,NonExempt
Aurora Energy,2024,Omakau,3.2,0,NonExempt
Aurora Energy,2024,Outram,3,0,NonExempt
Aurora Energy,2024,Port Chalmers,7.7,10,NonExempt
Aurora Energy,2024,Queensberry,3.4,0,NonExempt
Aurora Energy,2024,Queenstown,12.7,20,NonExempt
Aurora Energy,2024,Remarkables,2.3,0,NonExempt
Aurora Energy,2024,Riverbank,0,0,NonExempt
Aurora Energy,2024,Roxburgh,2.1,0,NonExempt
Aurora Energy,2024,Smith Street,12.6,18,NonExempt
Aurora Energy,2024,South City,16,18,NonExempt
Aurora Energy,2024,St Kilda,15.4,23,NonExempt
Aurora Energy,2024,Wanaka,25.5,24,NonExempt
Aurora Energy,2024,Ward Street,9.5,23,NonExempt
Aurora Energy,2024,Willowbank,12.9,18,NonExempt
Buller Electricity,2013,Kongahu,1,1.5,Exempt
Buller Electricity,2013,Ngakawau,1.2,2,Exempt
Buller Electricity,2013,Robertson Street,10.7,20,Exempt
Buller Electricity,2014,Kongahu,0.961,1.25,Exempt
Buller Electricity,2014,Ngakawau,0.976,2,Exempt
Buller Electricity,2014,Robertson Street,10.7,20,Exempt
Buller Electricity,2015,Kongahu,0.961,1.25,Exempt
Buller Electricity,2015,Ngakawau,0.976,2,Exempt
Buller Electricity,2015,Robertson Street,10.7,20,Exempt
Buller Electricity,2016,Kongahu,0.961,1.25,Exempt
Buller Electricity,2016,Ngakawau,0.976,2,Exempt
Buller Electricity,2016,Robertson Street,10.7,20,Exempt
Buller Electricity,2017,Kongahu,0.95,1.25,Exempt
Buller Electricity,2017,Ngakawau,0.95,1.5,Exempt
Buller Electricity,2017,Robertson Street,10.5,20,Exempt
Buller Electricity,2018,Kongahu,1,1.5,Exempt
Buller Electricity,2018,Ngakawau,1,2,Exempt
Buller Electricity,2018,Robertson Street,11,20,Exempt
Buller Electricity,2019,Kongahu,1,1.5,Exempt
Buller Electricity,2019,Ngakawau,1,2,Exempt
Buller Electricity,2019,Robertson Street,11,20,Exempt
Buller Electricity,2020,Kongahu,1,1.5,Exempt
Buller Electricity,2020,Ngakawau,1,2,Exempt
Buller Electricity,2020,Robertson Street,11,20,Exempt
Buller Electricity,2021,Kongahu,1.15,1.5,Exempt
Buller Electricity,2021,Ngakawau,1,2,Exempt
Buller Electricity,2021,Robertson Street,11,20,Exempt
Buller Electricity,2022,Kongahu,1.15,1.5,Exempt
Buller Electricity,2022,Ngakawau,1,2,Exempt
Buller Electricity,2022,Robertson Street,11,20,Exempt
Buller Electricity,2023,Kongahu,1.15,1.5,Exempt
Buller Electricity,2023,Ngakawau,1,2,Exempt
Buller Electricity,2023,Robertson Street,11,20,Exempt
Buller Electricity,2024,Kongahu,1.2,1.5,Exempt
Buller Electricity,2024,Ngakawau,1,2,Exempt
Buller Electricity,2024,Robertson Street,11,20,Exempt
Centralines,2013,Ongaonga,5.33,12,Exempt
Centralines,2013,Takapau,6.11,18,Exempt
Centralines,2013,Waipawa,4.32,18,Exempt
Centralines,2013,Waipukurau,7.68,18,Exempt
Centralines,2013,Wilder Road,1.03,2.4,Exempt
Centralines,2014,OngaOnga,5.18,12,Exempt
Centralines,2014,Takapau,6.38,18,Exempt
Centralines,2014,Waipawa,4.42,18,Exempt
Centralines,2014,Waipukurau,7.91,18,Exempt
Centralines,2014,Wilder Road,1.05,2.4,Exempt
Centralines,2015,OngaOnga,5.81,12,Exempt
Centralines,2015,Takapau,7.63,18,Exempt
Centralines,2015,Waipawa,5.2,18,Exempt
Centralines,2015,Waipukurau,9.41,18,Exempt
Centralines,2015,Wilder Road,1.12,2.4,Exempt
Centralines,2016,OngaOnga,6.33,12,Exempt
Centralines,2016,Takapau,7.67,18,Exempt
Centralines,2016,Waipawa,5.24,18,Exempt
Centralines,2016,Waipukurau,9.78,18,Exempt
Centralines,2016,Wilder Road,1.04,2.4,Exempt
Centralines,2017,OngaOnga,6.12,0,Exempt
Centralines,2017,Takapau,6.17,7.5,Exempt
Centralines,2017,Waipawa,4,7.5,Exempt
Centralines,2017,Waipukurau,8,10,Exempt
Centralines,2017,Wilder Road,1.16,0,Exempt
Centralines,2018,OngaOnga,6.12,0,Exempt
Centralines,2018,Takapau,6.17,7.5,Exempt
Centralines,2018,Waipawa,4,7.5,Exempt
Centralines,2018,Waipukurau,8,10,Exempt
Centralines,2018,Wilder Road,1.16,0,Exempt
Centralines,2019,OngaOnga,5.5,0,Exempt
Centralines,2019,Takapau,6.5,7.5,Exempt
Centralines,2019,Waipawa,4.5,7.5,Exempt
Centralines,2019,Waipukurau,8.6,10,Exempt
Centralines,2019,Wilder Road,0.6,0,Exempt
Centralines,2020,OngaOnga,5.5,0,Exempt
Centralines,2020,Takapau,6.5,7.5,Exempt
Centralines,2020,Waipawa,4.5,7.5,Exempt
Centralines,2020,Waipukurau,8.6,10,Exempt
Centralines,2020,Wilder Road,0.6,0,Exempt
Centralines,2021,OngaOnga,6,0,Exempt
Centralines,2021,Takapau,6.8,7.5,Exempt
Centralines,2021,Waipawa,4.3,7.5,Exempt
Centralines,2021,Waipukurau,8.1,10,Exempt
Centralines,2021,Wilder Road,0.6,0,Exempt
Centralines,2022,OngaOnga,5.1,0,Exempt
Centralines,2022,Takapau,6.2,7.5,Exempt
Centralines,2022,Waipawa,4.5,7.5,Exempt
Centralines,2022,Waipukurau,7.8,10,Exempt
Centralines,2022,Wilder Road,1,0,Exempt
Centralines,2023,OngaOnga,5.1,0,Exempt
Centralines,2023,Takapau,5.8,7.5,Exempt
Centralines,2023,Waipawa,4.7,7.5,Exempt
Centralines,2023,Waipukurau,8.5,10,Exempt
Centralines,2023,Wilder Road,1.1,0,Exempt
Centralines,2024,OngaOnga,5.2,0,Exempt
Centralines,2024,Takapau,6.1,7.5,Exempt
Centralines,2024,Waipawa,4.6,7.5,Exempt
Centralines,2024,Waipukurau,9.5,10,Exempt
Centralines,2024,Wilder Road,1.1,0,Exempt
Counties Energy,2013,Karaka,9.8,12.5,Exempt
Counties Energy,2013,Maioro,10,9.4,Exempt
Counties Energy,2013,Mangatawhiri,5.3,0,Exempt
Counties Energy,2013,Opaheke,22.5,40,Exempt
Counties Energy,2013,Pukekawa,3.6,0,Exempt
Counties Energy,2013,Pukekohe,31.8,40,Exempt
Counties Energy,2013,Ramarama,6.4,5,Exempt
Counties Energy,2013,Tuakau,10.8,20,Exempt
Counties Energy,2013,Waiuku,14.9,15.2,Exempt
Counties Energy,2014,Karaka,9.7,12.5,Exempt
Counties Energy,2014,Maioro,10.1,9.4,Exempt
Counties Energy,2014,Mangatawhiri,5.2,0,Exempt
Counties Energy,2014,Opaheke,24.4,40,Exempt
Counties Energy,2014,Pukekawa,3.8,0,Exempt
Counties Energy,2014,Pukekohe,32.4,40,Exempt
Counties Energy,2014,Ramarama,6.6,5,Exempt
Counties Energy,2014,Tuakau,11.8,15.2,Exempt
Counties Energy,2014,Waiuku,15.7,15.2,Exempt
Counties Energy,2015,Karaka,10.5,12.5,Exempt
Counties Energy,2015,Maioro,10,9.4,Exempt
Counties Energy,2015,Mangatawhiri,5.9,0,Exempt
Counties Energy,2015,Opaheke,25.5,40,Exempt
Counties Energy,2015,Pinnacle Hill,,,Exempt
Counties Energy,2015,Pukekawa,3.8,0,Exempt
Counties Energy,2015,Pukekohe,32.5,60,Exempt
Counties Energy,2015,Ramarama 110/22kV,,,Exempt
Counties Energy,2015,Ramarama 33kV,6.5,5,Exempt
Counties Energy,2015,Tuakau,12.8,20,Exempt
Counties Energy,2015,Waiuku,17.4,15.2,Exempt
Counties Energy,2016,Karaka,10.2,12.5,Exempt
Counties Energy,2016,Maioro,9.3,9.4,Exempt
Counties Energy,2016,Mangatawhiri,6.1,,Exempt
Counties Energy,2016,Opaheke,25,40,Exempt
Counties Energy,2016,Pukekohe,33.8,60,Exempt
Counties Energy,2016,Ramarama,7,5,Exempt
Counties Energy,2016,Tuakau,15.8,40,Exempt
Counties Energy,2016,Waiuku,15.9,15,Exempt
Counties Energy,2017,Karaka,9.4,20,Exempt
Counties Energy,2017,Maioro,9.4,9,Exempt
Counties Energy,2017,Mangatawhiri,5.96,,Exempt
Counties Energy,2017,Opaheke,25,40,Exempt
Counties Energy,2017,Pukekohe,36.3,60,Exempt
Counties Energy,2017,Ramarama,6.98,5,Exempt
Counties Energy,2017,Tuakau,16.9,40,Exempt
Counties Energy,2017,Waiuku,15.9,15,Exempt
Counties Energy,2018,Karaka,10.4,20,Exempt
Counties Energy,2018,Maioro,10,9,Exempt
Counties Energy,2018,Mangatawhiri,6.11,,Exempt
Counties Energy,2018,Opaheke,23.9,40,Exempt
Counties Energy,2018,Pukekohe,35.2,60,Exempt
Counties Energy,2018,Ramarama,6.24,5,Exempt
Counties Energy,2018,Tuakau,19.6,40,Exempt
Counties Energy,2018,Waiuku,16.7,15,Exempt
Counties Energy,2019,Karaka,11.8,20,Exempt
Counties Energy,2019,Maioro,9.7,9,Exempt
Counties Energy,2019,Mangatawhiri,6.8,,Exempt
Counties Energy,2019,Opaheke,24.7,40,Exempt
Counties Energy,2019,Pukekohe,37.2,60,Exempt
Counties Energy,2019,Ramarama,6.7,5,Exempt
Counties Energy,2019,Tuakau,16.5,40,Exempt
Counties Energy,2019,Waiuku,17.4,15,Exempt
Counties Energy,2020,Karaka,10.3912441146453,20,Exempt
Counties Energy,2020,Maioro,8.92760509249898,9,Exempt
Counties Energy,2020,Mangatawhiri,6.74374451024036,,Exempt
Counties Energy,2020,Opaheke,27.3166838536492,40,Exempt
Counties Energy,2020,Pukekohe,39.0665098877645,60,Exempt
Counties Energy,2020,Ramarama,6.34421461452365,5,Exempt
Counties Energy,2020,Tuakau,20.6940850176194,40,Exempt
Counties Energy,2020,Waiuku,15.8842115328363,15,Exempt
Counties Energy,2021,Karaka,11.4866091329765,20,Exempt
Counties Energy,2021,Maioro,9.18333338173019,9,Exempt
Counties Energy,2021,Mangatawhiri,7.37334028782071,0,Exempt
Counties Energy,2021,Opaheke,27.2945221224942,40,Exempt
Counties Energy,2021,Pukekohe,42.0299448964664,60,Exempt
Counties Energy,2021,Ramarama,6.5928820452959,5,Exempt
Counties Energy,2021,Tuakau,22.5164092114832,40,Exempt
Counties Energy,2021,Waiuku,16.1013176285286,20,Exempt
Counties Energy,2022,Karaka,12.6,20,Exempt
Counties Energy,2022,Maioro,9,9,Exempt
Counties Energy,2022,Mangatawhiri,7.61,,Exempt
Counties Energy,2022,Opaheke,26.7,40,Exempt
Counties Energy,2022,Pokeno,9.3,40,Exempt
Counties Energy,2022,Pukekohe,37.5,60,Exempt
Counties Energy,2022,Ramarama,7.34,5,Exempt
Counties Energy,2022,Tuakau,16.6,40,Exempt
Counties Energy,2022,Waiuku,15.6,20,Exempt
Counties Energy,2023,Karaka,12.6227965741303,20,Exempt
Counties Energy,2023,Maioro,8.46781056358635,9,Exempt
Counties Energy,2023,Mangatawhiri,7.62495711285583,,Exempt
Counties Energy,2023,Opaheke,28.2595085445865,40,Exempt
Counties Energy,2023,Pokeno,10.2250915719032,40,Exempt
Counties Energy,2023,Pukekohe,38.7979958245698,60,Exempt
Counties Energy,2023,Ramarama,6.67298591965932,5,Exempt
Counties Energy,2023,Tuakau,12.767380868854,40,Exempt
Counties Energy,2023,Waiuku,16.4190892038228,20,Exempt
Counties Energy,2024,Barber Road,12.2,40,Exempt
Counties Energy,2024,Karaka,14,20,Exempt
Counties Energy,2024,Maioro,10,9,Exempt
Counties Energy,2024,Opaheke,30,40,Exempt
Counties Energy,2024,Pokeno,11,40,Exempt
Counties Energy,2024,Pukekohe,39,60,Exempt
Counties Energy,2024,Tuakau,13,40,Exempt
Counties Energy,2024,Waiuku,14,20,Exempt
EA Networks,2013,Ashburton 33/11kV [ASH],24,20,NonExempt
EA Networks,2013,Carew 66/22kV [CRW],12,0,NonExempt
EA Networks,2013,Coldstream 66/22kV [CSM],11.6,0,NonExempt
EA Networks,2013,Dorie 66/22kV [DOR],9.8,0,NonExempt
EA Networks,2013,Eiffelton 66/11kV [EFN],8.2,0,NonExempt
EA Networks,2013,Fairton 33/11kV [FTN],7.8,10,NonExempt
EA Networks,2013,Hackthorne 66/22kV [HTH],13,0,NonExempt
EA Networks,2013,Highbank 66/11kV [HBK],6.8,0,NonExempt
EA Networks,2013,Lagmhor 66/22kV [LGM],5,0,NonExempt
EA Networks,2013,Lauriston 66/22kV [LSN],14,0,NonExempt
EA Networks,2013,Lismore 33/11kV [LSR],1,0,NonExempt
EA Networks,2013,Methven 33/11kV [MVN],1.8,0,NonExempt
EA Networks,2013,Methven 66/11kV [MTV],4.2,0,NonExempt
EA Networks,2013,Methven 66/33kV [MTV],5,0,NonExempt
EA Networks,2013,Montalto 33/11kV [MON],1.1,0,NonExempt
EA Networks,2013,Mt Hutt 33/11kV [MHT],2.3,0,NonExempt
EA Networks,2013,Mt Somers 33/11kV [MSM],2.9,0,NonExempt
EA Networks,2013,Northtown 33/11kV [NTN],8.9,10,NonExempt
EA Networks,2013,Overdale 66/22kV [OVD],13.4,0,NonExempt
EA Networks,2013,Pendarves 66/22kV [PDS],15.4,20,NonExempt
EA Networks,2013,Seafield 33/11kV [SFD],8.9,0,NonExempt
EA Networks,2013,Wakanui 66/22kV [WNU],11.7,0,NonExempt
EA Networks,2014,Ashburton 33/11kV [ASH],24,20,NonExempt
EA Networks,2014,Ashburton 66/11kV [ASH],0,0,NonExempt
EA Networks,2014,Carew 66/22kV [CRW],12,0,NonExempt
EA Networks,2014,Coldstream 66/22kV [CSM],11.6,0,NonExempt
EA Networks,2014,Dorie 66/22kV [DOR],9.8,0,NonExempt
EA Networks,2014,Eiffelton 66/11kV [EFN],8.2,0,NonExempt
EA Networks,2014,Fairton 33/11kV [FTN],7.8,10,NonExempt
EA Networks,2014,Hackthorne 66/22kV [HTH],13,0,NonExempt
EA Networks,2014,Highbank 66/11kV [HBK],6.8,0,NonExempt
EA Networks,2014,Lagmhor 66/22kV [LGM],5,0,NonExempt
EA Networks,2014,Lauriston 66/22kV [LSN],14,0,NonExempt
EA Networks,2014,Methven 33/11kV [MVN],1.8,0,NonExempt
EA Networks,2014,Methven 66/11kV [MTV],4.2,0,NonExempt
EA Networks,2014,Methven 66/33kV [MTV],5,0,NonExempt
